Invoice_ID,Branch,City,Customer_type,Gender,Product_line,Unit_price,Quantity,Total,Date,Time,Payment,Payments_fee,Gross_income,Cost_price,Unit_cost
529-56-3974,B,Mandalay,Member,Male,Electronic accessories,26.79,4,107.14,2019-03-09 00:00:00.000000000,2023-11-05 17:03:00.000000000,Cash,0.0,16.07,91.07,22.77
132-32-9879,B,Mandalay,Member,Female,Electronic accessories,98.66,4,394.63,2019-03-09 00:00:00.000000000,2023-11-05 18:00:00.000000000,Cash,0.0,59.19,335.44,83.86
841-35-6630,C,Naypyitaw,Normal,Female,Electronic accessories,79.71,6,478.23,2019-03-09 00:00:00.000000000,2023-11-05 18:21:00.000000000,Cash,0.0,71.73,406.5,67.75
360-39-5055,C,Naypyitaw,Member,Male,Sports and travel,51.36,5,256.78,2019-03-09 00:00:00.000000000,2023-11-05 10:17:00.000000000,Cash,0.0,38.52,218.26,43.65
219-22-9386,B,Mandalay,Member,Male,Sports and travel,104.96,9,944.62,2019-03-09 00:00:00.000000000,2023-11-05 17:26:00.000000000,Credit card,28.34,141.69,802.93,89.21
268-27-6179,B,Mandalay,Member,Female,Fashion accessories,59.29,8,474.35,2019-03-09 00:00:00.000000000,2023-11-05 14:57:00.000000000,Ewallet,7.12,118.59,355.76,44.47
157-13-5295,A,Yangon,Member,Female,Health and beauty,54.54,10,545.37,2019-03-09 00:00:00.000000000,2023-11-05 18:24:00.000000000,Ewallet,8.18,119.98,425.39,42.54
815-11-1168,A,Yangon,Member,Male,Food and beverages,104.77,5,523.85,2019-03-09 00:00:00.000000000,2023-11-05 19:09:00.000000000,Cash,0.0,62.86,460.99,92.2
308-47-4913,A,Yangon,Member,Female,Sports and travel,54.87,10,548.73,2019-03-09 00:00:00.000000000,2023-11-05 12:45:00.000000000,Credit card,16.46,82.31,466.42,46.64
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,17.09,1,17.09,2019-03-09 00:00:00.000000000,2023-11-05 15:36:00.000000000,Cash,0.0,4.27,12.82,12.82
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,100.32,7,702.22,2019-03-09 00:00:00.000000000,2023-11-05 14:36:00.000000000,Credit card,21.07,175.56,526.66,75.24
127-47-6963,A,Yangon,Normal,Male,Health and beauty,54.3,4,217.18,2019-03-09 00:00:00.000000000,2023-11-05 13:53:00.000000000,Credit card,6.52,47.78,169.4,42.35
277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,103.92,9,935.27,2019-03-09 00:00:00.000000000,2023-11-05 11:23:00.000000000,Cash,0.0,112.23,823.04,91.45
816-57-2053,A,Yangon,Normal,Male,Sports and travel,63.92,2,127.83,2019-03-09 00:00:00.000000000,2023-11-05 12:37:00.000000000,Ewallet,1.92,19.17,108.66,54.33
299-29-0180,B,Mandalay,Member,Female,Home and lifestyle,54.79,7,383.52,2019-03-09 00:00:00.000000000,2023-11-05 10:54:00.000000000,Cash,0.0,69.03,314.49,44.93
652-43-6591,A,Yangon,Normal,Female,Fashion accessories,102.16,8,817.24,2019-03-09 00:00:00.000000000,2023-11-05 13:18:00.000000000,Credit card,24.52,204.31,612.93,76.62
489-64-4359,C,Naypyitaw,Normal,Male,Clothes and accessories,5.79,2,11.57,2019-03-09 00:00:00.000000000,2023-11-05 15:45:00.000000000,Cash,0.0,0.81,10.76,5.38
616-87-0013,B,Mandalay,Normal,Male,Clothes and accessories,8.22,9,74.02,2019-03-09 00:00:00.000000000,2023-11-05 14:52:00.000000000,Credit card,10.55,5.18,68.84,7.65
115-99-4377,B,Mandalay,Member,Female,Clothes and accessories,36.21,6,217.24,2019-03-09 00:00:00.000000000,2023-11-05 19:10:00.000000000,Credit card,14.02,15.21,202.03,33.67
210-30-7976,A,Yangon,Normal,Female,Clothes and accessories,77.61,5,388.04,2019-03-09 00:00:00.000000000,2023-11-05 11:21:00.000000000,Ewallet,0.7,27.16,360.88,72.18
189-17-4241,A,Yangon,Normal,Female,Fashion accessories,92.06,2,184.11,2019-03-10 00:00:00.000000000,2023-11-05 12:17:00.000000000,Credit card,5.52,46.03,138.08,69.04
129-29-8530,A,Yangon,Member,Male,Sports and travel,65.75,5,328.76,2019-03-10 00:00:00.000000000,2023-11-05 19:15:00.000000000,Ewallet,4.93,49.31,279.45,55.89
668-90-8900,A,Yangon,Normal,Female,Home and lifestyle,98.37,7,688.62,2019-03-10 00:00:00.000000000,2023-11-05 18:44:00.000000000,Credit card,20.66,123.95,564.67,80.67
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,60.21,3,180.62,2019-03-10 00:00:00.000000000,2023-11-05 18:59:00.000000000,Credit card,5.42,21.67,158.95,52.98
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,19.13,7,133.92,2019-03-10 00:00:00.000000000,2023-11-05 14:04:00.000000000,Credit card,4.02,16.07,117.85,16.84
696-90-2548,A,Yangon,Normal,Male,Sports and travel,27.13,3,81.4,2019-03-10 00:00:00.000000000,2023-11-05 18:55:00.000000000,Ewallet,1.22,12.21,69.19,23.06
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,48.03,3,144.08,2019-03-10 00:00:00.000000000,2023-11-05 17:38:00.000000000,Credit card,4.32,36.02,108.06,36.02
239-48-4278,A,Yangon,Member,Male,Food and beverages,10.64,7,74.46,2019-03-10 00:00:00.000000000,2023-11-05 19:35:00.000000000,Ewallet,1.12,8.94,65.52,9.36
607-65-2441,C,Naypyitaw,Member,Female,Health and beauty,86.05,10,860.48,2019-03-10 00:00:00.000000000,2023-11-05 12:39:00.000000000,Credit card,25.81,189.31,671.17,67.12
246-55-6923,C,Naypyitaw,Member,Female,Home and lifestyle,37.58,9,338.22,2019-03-10 00:00:00.000000000,2023-11-05 15:06:00.000000000,Credit card,10.15,60.88,277.34,30.82
156-20-0370,B,Mandalay,Normal,Female,Electronic accessories,26.72,1,26.72,2019-03-10 00:00:00.000000000,2023-11-05 18:10:00.000000000,Credit card,0.8,4.01,22.71,22.71
745-74-0715,A,Yangon,Normal,Male,Electronic accessories,60.93,2,121.86,2019-03-10 00:00:00.000000000,2023-11-05 20:46:00.000000000,Ewallet,1.83,18.28,103.58,51.79
453-12-7054,C,Naypyitaw,Normal,Male,Clothes and accessories,25.84,4,103.37,2019-03-10 00:00:00.000000000,2023-11-05 17:46:00.000000000,Credit card,2.18,7.24,96.13,24.03
510-09-5625,A,Yangon,Normal,Female,Clothes and accessories,10.0,8,79.96,2019-03-10 00:00:00.000000000,2023-11-05 18:24:00.000000000,Credit card,2.64,5.6,74.36,9.3
656-95-9349,A,Yangon,Member,Female,Health and beauty,72.38,7,506.64,2019-03-11 00:00:00.000000000,2023-11-05 11:03:00.000000000,Credit card,15.2,111.46,395.18,56.45
319-50-3348,B,Mandalay,Normal,Female,Home and lifestyle,42.32,2,84.63,2019-03-11 00:00:00.000000000,2023-11-05 15:30:00.000000000,Ewallet,1.27,15.23,69.4,34.7
584-86-7256,C,Naypyitaw,Member,Male,Sports and travel,36.29,7,254.02,2019-03-11 00:00:00.000000000,2023-11-05 16:07:00.000000000,Credit card,7.62,38.1,215.92,30.85
891-58-8335,B,Mandalay,Member,Female,Sports and travel,31.09,7,217.63,2019-03-11 00:00:00.000000000,2023-11-05 15:53:00.000000000,Cash,0.0,32.64,184.99,26.43
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,66.59,8,532.73,2019-03-11 00:00:00.000000000,2023-11-05 12:55:00.000000000,Ewallet,7.99,95.89,436.84,54.61
448-81-5016,A,Yangon,Normal,Male,Health and beauty,62.76,2,125.52,2019-03-11 00:00:00.000000000,2023-11-05 12:01:00.000000000,Credit card,3.77,27.61,97.91,48.96
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,31.15,7,218.07,2019-03-11 00:00:00.000000000,2023-11-05 18:58:00.000000000,Credit card,6.54,47.98,170.09,24.3
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,49.11,6,294.65,2019-03-11 00:00:00.000000000,2023-11-05 13:37:00.000000000,Cash,0.0,35.36,259.29,43.22
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,29.74,5,148.68,2019-03-11 00:00:00.000000000,2023-11-05 13:28:00.000000000,Ewallet,2.23,26.76,121.92,24.38
749-81-8133,A,Yangon,Normal,Female,Fashion accessories,99.4,4,397.61,2019-03-11 00:00:00.000000000,2023-11-05 12:04:00.000000000,Cash,0.0,99.4,298.21,74.55
214-30-2776,B,Mandalay,Member,Female,Electronic accessories,36.21,5,181.07,2019-03-11 00:00:00.000000000,2023-11-05 19:44:00.000000000,Credit card,5.43,27.16,153.91,30.78
413-20-6700,A,Yangon,Normal,Female,Clothes and accessories,98.25,2,196.49,2019-03-11 00:00:00.000000000,2023-11-05 16:00:00.000000000,Ewallet,2.56,13.75,182.74,91.37
120-06-4233,C,Naypyitaw,Normal,Male,Electronic accessories,32.14,6,192.84,2019-03-12 00:00:00.000000000,2023-11-05 20:36:00.000000000,Cash,0.0,28.93,163.91,27.32
152-08-9985,B,Mandalay,Member,Female,Health and beauty,67.58,9,608.2,2019-03-12 00:00:00.000000000,2023-11-05 12:09:00.000000000,Credit card,18.25,133.8,474.4,52.71
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,43.58,4,174.3,2019-03-12 00:00:00.000000000,2023-11-05 19:58:00.000000000,Credit card,5.23,38.35,135.95,33.99
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,11.12,3,33.36,2019-03-12 00:00:00.000000000,2023-11-05 13:52:00.000000000,Credit card,1.0,5.0,28.36,9.45
253-12-6086,A,Yangon,Member,Female,Sports and travel,103.32,7,723.24,2019-03-12 00:00:00.000000000,2023-11-05 12:43:00.000000000,Credit card,21.7,108.49,614.75,87.82
565-17-3836,A,Yangon,Member,Female,Health and beauty,50.05,4,200.21,2019-03-12 00:00:00.000000000,2023-11-05 14:21:00.000000000,Cash,0.0,44.05,156.16,39.04
573-10-3877,B,Mandalay,Member,Male,Health and beauty,40.96,1,40.96,2019-03-12 00:00:00.000000000,2023-11-05 16:46:00.000000000,Credit card,1.23,9.01,31.95,31.95
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,102.63,4,410.51,2019-03-12 00:00:00.000000000,2023-11-05 19:53:00.000000000,Ewallet,6.16,61.58,348.93,87.23
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,98.97,4,395.89,2019-03-12 00:00:00.000000000,2023-11-05 16:30:00.000000000,Cash,0.0,47.51,348.38,87.1
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,48.53,4,194.12,2019-03-12 00:00:00.000000000,2023-11-05 20:04:00.000000000,Credit card,5.82,34.94,159.18,39.8
266-20-6657,C,Naypyitaw,Member,Male,Food and beverages,57.79,7,404.54,2019-03-12 00:00:00.000000000,2023-11-05 19:39:00.000000000,Ewallet,6.07,48.54,356.0,50.86
427-45-9297,B,Mandalay,Member,Female,Home and lifestyle,42.77,7,299.37,2019-03-12 00:00:00.000000000,2023-11-05 11:01:00.000000000,Ewallet,4.49,53.89,245.48,35.07
877-22-3308,A,Yangon,Member,Female,Health and beauty,16.66,10,166.64,2019-03-13 00:00:00.000000000,2023-11-05 16:40:00.000000000,Cash,0.0,36.66,129.98,13.0
336-78-2147,C,Naypyitaw,Member,Male,Home and lifestyle,67.11,8,536.84,2019-03-13 00:00:00.000000000,2023-11-05 19:52:00.000000000,Credit card,16.11,96.63,440.21,55.03
101-17-6199,A,Yangon,Normal,Male,Food and beverages,48.08,7,336.56,2019-03-13 00:00:00.000000000,2023-11-05 19:44:00.000000000,Credit card,10.1,40.39,296.17,42.31
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,40.22,4,160.86,2019-03-13 00:00:00.000000000,2023-11-05 19:22:00.000000000,Cash,0.0,40.22,120.64,30.16
585-03-5943,B,Mandalay,Normal,Female,Health and beauty,19.02,10,190.16,2019-03-13 00:00:00.000000000,2023-11-05 11:46:00.000000000,Ewallet,2.85,41.84,148.32,14.83
316-01-3952,A,Yangon,Normal,Female,Food and beverages,56.98,5,284.92,2019-03-13 00:00:00.000000000,2023-11-05 14:16:00.000000000,Ewallet,4.27,34.19,250.73,50.15
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,36.44,2,72.87,2019-03-13 00:00:00.000000000,2023-11-05 19:48:00.000000000,Ewallet,1.09,18.22,54.65,27.33
173-57-2300,C,Naypyitaw,Member,Male,Sports and travel,76.53,2,153.05,2019-03-13 00:00:00.000000000,2023-11-05 12:51:00.000000000,Cash,0.0,22.96,130.09,65.05
584-66-4073,C,Naypyitaw,Normal,Male,Fashion accessories,59.33,1,59.33,2019-03-13 00:00:00.000000000,2023-11-05 15:45:00.000000000,Ewallet,0.89,14.83,44.5,44.5
137-74-8729,C,Naypyitaw,Normal,Female,Fashion accessories,12.8,8,102.4,2019-03-13 00:00:00.000000000,2023-11-05 12:47:00.000000000,Ewallet,1.54,25.6,76.8,9.6
616-24-2857,B,Mandalay,Member,Female,Clothes and accessories,14.74,5,73.7,2019-03-13 00:00:00.000000000,2023-11-05 14:46:00.000000000,Ewallet,0.73,5.16,68.54,13.71
608-96-3517,B,Mandalay,Normal,Female,Clothes and accessories,7.2,5,35.99,2019-03-13 00:00:00.000000000,2023-11-05 19:20:00.000000000,Credit card,4.87,2.52,33.47,6.69
725-67-2485,C,Naypyitaw,Normal,Female,Clothes and accessories,8.49,6,50.93,2019-03-13 00:00:00.000000000,2023-11-05 18:21:00.000000000,Credit card,1.38,3.57,47.36,7.89
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,37.24,4,148.97,2019-03-14 00:00:00.000000000,2023-11-05 17:22:00.000000000,Credit card,4.47,26.81,122.16,30.54
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,29.24,7,204.7,2019-03-14 00:00:00.000000000,2023-11-05 17:20:00.000000000,Ewallet,3.07,30.71,173.99,24.86
442-48-3607,A,Yangon,Member,Male,Food and beverages,24.66,2,49.31,2019-03-14 00:00:00.000000000,2023-11-05 11:21:00.000000000,Credit card,1.48,5.92,43.39,21.7
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,57.47,7,402.27,2019-03-14 00:00:00.000000000,2023-11-05 19:02:00.000000000,Credit card,12.07,100.57,301.7,43.1
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,53.89,9,484.97,2019-03-14 00:00:00.000000000,2023-11-05 19:33:00.000000000,Cash,0.0,72.75,412.22,45.8
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,73.62,6,441.69,2019-03-14 00:00:00.000000000,2023-11-05 17:54:00.000000000,Ewallet,6.63,79.5,362.19,60.37
189-52-0236,A,Yangon,Normal,Male,Electronic accessories,104.53,7,731.69,2019-03-14 00:00:00.000000000,2023-11-05 12:07:00.000000000,Cash,0.0,109.75,621.94,88.85
174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,22.66,9,203.93,2019-03-14 00:00:00.000000000,2023-11-05 12:32:00.000000000,Cash,0.0,30.59,173.34,19.26
379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,62.59,10,625.91,2019-03-14 00:00:00.000000000,2023-11-05 11:07:00.000000000,Cash,0.0,156.48,469.43,46.94
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,81.44,10,814.38,2019-03-14 00:00:00.000000000,2023-11-05 20:35:00.000000000,Ewallet,12.22,97.73,716.65,71.67
840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,92.31,5,461.53,2019-03-14 00:00:00.000000000,2023-11-05 18:10:00.000000000,Ewallet,6.92,69.23,392.3,78.46
628-90-8624,B,Mandalay,Member,Female,Health and beauty,86.71,10,867.09,2019-03-14 00:00:00.000000000,2023-11-05 14:41:00.000000000,Cash,0.0,190.76,676.33,67.63
169-52-4504,A,Yangon,Normal,Female,Electronic accessories,16.47,3,49.42,2019-03-14 00:00:00.000000000,2023-11-05 14:13:00.000000000,Credit card,1.48,7.41,42.01,14.0
210-30-7976,B,Mandalay,Member,Female,Fashion accessories,23.44,4,93.74,2019-03-14 00:00:00.000000000,2023-11-05 11:16:00.000000000,Ewallet,1.41,23.44,70.3,17.58
499-27-7781,B,Mandalay,Normal,Female,Food and beverages,55.87,8,446.96,2019-03-14 00:00:00.000000000,2023-11-05 16:45:00.000000000,Ewallet,6.7,53.64,393.32,49.17
722-13-2115,C,Naypyitaw,Member,Male,Sports and travel,44.99,1,44.99,2019-03-14 00:00:00.000000000,2023-11-05 15:36:00.000000000,Credit card,1.35,6.75,38.24,38.24
457-12-0244,C,Naypyitaw,Member,Female,Sports and travel,36.98,6,221.89,2019-03-14 00:00:00.000000000,2023-11-05 13:49:00.000000000,Ewallet,3.33,33.28,188.61,31.44
139-32-4183,A,Yangon,Member,Female,Sports and travel,102.35,9,921.19,2019-03-14 00:00:00.000000000,2023-11-05 14:19:00.000000000,Ewallet,13.82,138.18,783.01,87.0
379-17-6588,C,Naypyitaw,Normal,Male,Clothes and accessories,4.52,10,45.24,2019-03-14 00:00:00.000000000,2023-11-05 11:14:00.000000000,Cash,0.0,3.17,42.07,4.21
573-58-9736,B,Mandalay,Member,Female,Clothes and accessories,91.26,2,182.52,2019-03-14 00:00:00.000000000,2023-11-05 13:42:00.000000000,Ewallet,1.36,12.78,169.74,84.87
115-38-7388,B,Mandalay,Member,Female,Clothes and accessories,5.55,8,44.42,2019-03-14 00:00:00.000000000,2023-11-05 12:52:00.000000000,Credit card,0.75,3.11,41.31,5.16
273-16-6619,B,Mandalay,Normal,Male,Home and lifestyle,34.86,2,69.72,2019-03-15 00:00:00.000000000,2023-11-05 12:20:00.000000000,Credit card,2.09,12.55,57.17,28.59
848-62-7243,A,Yangon,Normal,Male,Health and beauty,26.13,9,235.21,2019-03-15 00:00:00.000000000,2023-11-05 15:36:00.000000000,Cash,0.0,51.75,183.46,20.38
595-11-5460,A,Yangon,Normal,Female,Health and beauty,101.41,2,202.82,2019-03-15 00:00:00.000000000,2023-11-05 10:12:00.000000000,Credit card,6.08,44.62,158.2,79.1
542-41-0513,B,Mandalay,Member,Female,Electronic accessories,60.37,4,241.46,2019-03-15 00:00:00.000000000,2023-11-05 11:57:00.000000000,Cash,0.0,36.22,205.24,51.31
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,14.27,9,128.43,2019-03-15 00:00:00.000000000,2023-11-05 10:26:00.000000000,Cash,0.0,23.12,105.31,11.7
510-09-5628,A,Yangon,Member,Female,Fashion accessories,20.64,10,206.43,2019-03-15 00:00:00.000000000,2023-11-05 18:20:00.000000000,Credit card,6.19,51.61,154.82,15.48
585-11-6748,B,Mandalay,Member,Male,Sports and travel,101.64,3,304.92,2019-03-15 00:00:00.000000000,2023-11-05 13:05:00.000000000,Cash,0.0,45.74,259.18,86.39
605-83-1050,B,Mandalay,Normal,Male,Fashion accessories,28.54,2,57.08,2019-03-15 00:00:00.000000000,2023-11-05 16:26:00.000000000,Ewallet,0.86,14.27,42.81,21.41
359-94-5395,B,Mandalay,Normal,Female,Health and beauty,97.42,1,97.42,2019-03-15 00:00:00.000000000,2023-11-05 10:50:00.000000000,Credit card,2.92,21.43,75.99,75.99
565-91-4567,B,Mandalay,Normal,Male,Health and beauty,11.29,8,90.3,2019-03-15 00:00:00.000000000,2023-11-05 14:38:00.000000000,Ewallet,1.35,19.87,70.43,8.8
361-59-0574,B,Mandalay,Member,Male,Sports and travel,95.06,8,760.45,2019-03-15 00:00:00.000000000,2023-11-05 14:48:00.000000000,Credit card,22.81,114.07,646.38,80.8
154-87-7367,C,Naypyitaw,Normal,Male,Home and lifestyle,68.52,8,548.18,2019-03-15 00:00:00.000000000,2023-11-05 14:04:00.000000000,Ewallet,8.22,98.67,449.51,56.19
510-09-5623,A,Yangon,Member,Female,Fashion accessories,8.81,10,88.09,2019-03-15 00:00:00.000000000,2023-11-05 18:20:00.000000000,Credit card,2.64,22.02,66.07,6.61
510-09-5623,A,Yangon,Member,Female,Fashion accessories,8.89,10,88.87,2019-03-15 00:00:00.000000000,2023-11-05 18:20:00.000000000,Credit card,2.67,22.22,66.65,6.67
617-15-4209,C,Naypyitaw,Member,Male,Health and beauty,16.14,2,32.28,2019-03-16 00:00:00.000000000,2023-11-05 19:47:00.000000000,Cash,0.0,7.1,25.18,12.59
575-30-8091,A,Yangon,Normal,Male,Sports and travel,76.13,8,609.0,2019-03-16 00:00:00.000000000,2023-11-05 19:25:00.000000000,Ewallet,9.14,91.35,517.65,64.71
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,92.19,9,829.71,2019-03-16 00:00:00.000000000,2023-11-05 19:08:00.000000000,Cash,0.0,99.57,730.14,81.13
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,24.94,4,99.75,2019-03-16 00:00:00.000000000,2023-11-05 11:22:00.000000000,Cash,0.0,17.96,81.79,20.45
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,78.72,1,78.72,2019-03-16 00:00:00.000000000,2023-11-05 16:58:00.000000000,Cash,0.0,11.81,66.91,66.91
727-17-0390,A,Yangon,Normal,Female,Food and beverages,66.79,5,333.95,2019-03-16 00:00:00.000000000,2023-11-05 12:43:00.000000000,Ewallet,5.01,40.07,293.88,58.78
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,36.09,10,360.89,2019-03-16 00:00:00.000000000,2023-11-05 10:11:00.000000000,Ewallet,5.41,54.13,306.76,30.68
210-74-9613,C,Naypyitaw,Normal,Male,Fashion accessories,102.12,4,408.49,2019-03-16 00:00:00.000000000,2023-11-05 15:33:00.000000000,Ewallet,6.13,102.12,306.37,76.59
711-31-1234,B,Mandalay,Normal,Male,Electronic accessories,100.42,4,401.69,2019-03-16 00:00:00.000000000,2023-11-05 18:51:00.000000000,Cash,0.0,60.25,341.44,85.36
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,36.95,10,369.5,2019-03-17 00:00:00.000000000,2023-11-05 19:06:00.000000000,Credit card,11.09,92.38,277.12,27.71
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,23.75,1,23.75,2019-03-17 00:00:00.000000000,2023-11-05 18:58:00.000000000,Cash,0.0,2.85,20.9,20.9
642-30-6693,B,Mandalay,Normal,Female,Sports and travel,57.24,6,343.41,2019-03-17 00:00:00.000000000,2023-11-05 13:54:00.000000000,Ewallet,5.15,51.51,291.9,48.65
220-68-6701,A,Yangon,Normal,Female,Home and lifestyle,81.34,4,325.37,2019-03-17 00:00:00.000000000,2023-11-05 16:36:00.000000000,Cash,0.0,58.57,266.8,66.7
152-03-4217,B,Mandalay,Normal,Female,Home and lifestyle,11.84,9,106.6,2019-03-17 00:00:00.000000000,2023-11-05 11:55:00.000000000,Credit card,3.2,19.19,87.41,9.71
880-46-5796,A,Yangon,Member,Male,Sports and travel,80.77,10,807.66,2019-03-17 00:00:00.000000000,2023-11-05 19:53:00.000000000,Ewallet,12.11,121.15,686.51,68.65
662-47-5454,C,Naypyitaw,Member,Male,Clothes and accessories,12.14,11,133.49,2019-03-17 00:00:00.000000000,2023-11-05 19:16:00.000000000,Credit card,5.57,9.34,124.15,11.29
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,29.96,10,299.57,2019-03-18 00:00:00.000000000,2023-11-05 17:38:00.000000000,Ewallet,4.49,53.92,245.65,24.57
439-54-7422,A,Yangon,Normal,Male,Electronic accessories,53.75,4,215.0,2019-03-18 00:00:00.000000000,2023-11-05 17:15:00.000000000,Credit card,6.45,32.25,182.75,45.69
485-30-8700,A,Yangon,Normal,Female,Sports and travel,34.92,5,174.62,2019-03-18 00:00:00.000000000,2023-11-05 16:10:00.000000000,Credit card,5.24,26.19,148.43,29.69
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,54.04,1,54.04,2019-03-18 00:00:00.000000000,2023-11-05 15:52:00.000000000,Ewallet,0.81,13.51,40.53,40.53
420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,104.69,3,314.06,2019-03-18 00:00:00.000000000,2023-11-05 11:29:00.000000000,Ewallet,4.71,56.53,257.53,85.84
776-68-1096,B,Mandalay,Normal,Male,Home and lifestyle,46.33,3,138.98,2019-03-18 00:00:00.000000000,2023-11-05 13:45:00.000000000,Credit card,4.17,25.02,113.96,37.99
256-58-3609,C,Naypyitaw,Member,Male,Fashion accessories,96.58,1,96.58,2019-03-18 00:00:00.000000000,2023-11-05 15:29:00.000000000,Cash,0.0,24.15,72.43,72.43
413-20-6705,C,Naypyitaw,Member,Female,Fashion accessories,26.88,1,26.88,2019-03-18 00:00:00.000000000,2023-11-05 15:52:00.000000000,Ewallet,0.4,6.72,20.16,20.16
413-20-6705,C,Naypyitaw,Member,Female,Fashion accessories,25.85,1,25.85,2019-03-18 00:00:00.000000000,2023-11-05 15:52:00.000000000,Ewallet,0.39,6.46,19.39,19.39
574-22-5561,C,Naypyitaw,Member,Female,Fashion accessories,86.76,10,867.62,2019-03-19 00:00:00.000000000,2023-11-05 17:08:00.000000000,Ewallet,13.01,216.91,650.71,65.07
716-39-1409,B,Mandalay,Normal,Male,Health and beauty,31.87,7,223.07,2019-03-19 00:00:00.000000000,2023-11-05 18:19:00.000000000,Cash,0.0,49.08,173.99,24.86
568-90-5112,C,Naypyitaw,Normal,Male,Health and beauty,69.45,4,277.79,2019-03-19 00:00:00.000000000,2023-11-05 12:46:00.000000000,Credit card,8.33,61.11,216.68,54.17
831-07-6050,A,Yangon,Normal,Male,Electronic accessories,34.35,5,171.73,2019-03-19 00:00:00.000000000,2023-11-05 11:30:00.000000000,Credit card,5.15,25.76,145.97,29.19
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,78.81,9,709.32,2019-03-19 00:00:00.000000000,2023-11-05 13:25:00.000000000,Ewallet,10.64,106.4,602.92,66.99
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,80.22,9,721.98,2019-03-19 00:00:00.000000000,2023-11-05 15:49:00.000000000,Ewallet,10.83,180.5,541.48,60.16
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,27.94,2,55.88,2019-03-19 00:00:00.000000000,2023-11-05 14:35:00.000000000,Cash,0.0,8.38,47.5,23.75
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,26.69,8,213.53,2019-03-19 00:00:00.000000000,2023-11-05 19:42:00.000000000,Credit card,6.41,53.38,160.15,20.02
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,104.2,9,937.82,2019-03-19 00:00:00.000000000,2023-11-05 19:09:00.000000000,Ewallet,14.07,140.67,797.15,88.57
701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,40.75,4,163.0,2019-03-19 00:00:00.000000000,2023-11-05 13:40:00.000000000,Ewallet,2.45,29.34,133.66,33.42
318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,48.51,1,48.51,2019-03-19 00:00:00.000000000,2023-11-05 12:16:00.000000000,Cash,0.0,7.28,41.23,41.23
155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories,92.98,8,743.82,2019-03-19 00:00:00.000000000,2023-11-05 15:29:00.000000000,Ewallet,11.16,111.57,632.25,79.03
728-88-7867,C,Naypyitaw,Member,Female,Home and lifestyle,79.31,4,317.23,2019-03-19 00:00:00.000000000,2023-11-05 15:52:00.000000000,Ewallet,4.76,57.1,260.13,65.03
737-88-5876,A,Yangon,Member,Male,Home and lifestyle,24.46,4,97.82,2019-03-19 00:00:00.000000000,2023-11-05 11:52:00.000000000,Credit card,2.93,17.61,80.21,20.05
548-48-3156,A,Yangon,Member,Female,Food and beverages,87.51,2,175.01,2019-03-19 00:00:00.000000000,2023-11-05 13:37:00.000000000,Cash,0.0,21.0,154.01,77.01
